"","ttext","date","isretweet","retweetcount","favoritecount","score","product","city","country","duplicate"
"700","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:53:02","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"701","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:55","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"702","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:54","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"703","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:45","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"704","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:42","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"705","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:35","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"706","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:25","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"707","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:19","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"708","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:08","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"709","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:06","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"710","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:00","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"711","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:52:00","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"712","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:56","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"713","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:56","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"714","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:44","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"715","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:35","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"716","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:28","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"717","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:21","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"718","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:18","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"719","RT @KianLawley: if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:16","TRUE","228","0","0","Apple iPhone","Los Angeles","USA",TRUE
"720","if u havent downloaded the FC app yet, u should download it now. ","2020-12-19 01:51:08","FALSE","228","4196","0","Apple iPhone","Los Angeles","USA",FALSE
"721","@AaronRivera23 Remember when apple would give earbuds and a block for the charger with your iPhone","2020-12-19 01:49:57","FALSE","0","1","0","Apple iPhone","Los Angeles","USA",FALSE
"722","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 01:46:28","TRUE","4","0","0","Apple iPhone","Los Angeles","USA",TRUE
"723","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 01:40:20","TRUE","4","0","0","Apple iPhone","Los Angeles","USA",TRUE
"724","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 01:36:01","TRUE","4","0","0","Apple iPhone","Los Angeles","USA",TRUE
"725","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 01:34:48","TRUE","4","0","0","Apple iPhone","Los Angeles","USA",TRUE
"726","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-19 01:34:42","FALSE","4","2","0","Apple iPhone","Los Angeles","USA",TRUE
"727","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 01:18:50","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"728","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 01:14:01","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"729","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 01:10:36","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"730","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 00:33:11","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"731","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 00:26:29","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"732","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 00:24:00","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"733","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 00:23:31","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"734","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 00:22:25","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"735","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-19 00:17:54","TRUE","5","0","0","Apple iPhone","Los Angeles","USA",TRUE
"736","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-19 00:17:50","FALSE","5","7","0","Apple iPhone","Los Angeles","USA",TRUE
"737","RT @iDropNews: Follow the link and enter to win another FREE 64GB iPhone SE from @iDropNews (ARV: $399)  ","2020-12-19 00:03:20","TRUE","1979","0","2","Apple iPhone","Los Angeles","USA",TRUE
"738","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-19 00:02:11","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"739","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-18 23:51:46","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"740","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 23:51:22","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"741","iPhone records 2,000-foot fall from plane with only a few scratches - New York Post iphone   ","2020-12-18 23:12:50","FALSE","0","0","-2","Apple iPhone","Los Angeles","USA",FALSE
"742","iOS 14.3: Give your iPhone a privacy audit - ZDNet iphone cybersecurity  ","2020-12-18 23:11:49","FALSE","4","0","0","Apple iPhone","Los Angeles","USA",FALSE
"743","RT @saurik: When @i0n1c built a tool to detect malware installed on iOS devices, his application was pulled from the App Store; in a post,","2020-12-18 22:26:56","TRUE","53","0","0","Apple iPhone","Los Angeles","USA",FALSE
"744","Like and Retweet if you want this Cute iPhone 11 Pro Max Case iPhone 11 Case Retro Classic
Tag a Friend Who Would L ","2020-12-18 22:23:07","FALSE","0","0","3","Apple iPhone","Los Angeles","USA",FALSE
"745","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-18 22:23:02","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"746","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 22:22:54","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"747","RT @techeblog: When you drop something from this height, you expect it to be gone for good. apple iphone technology gadgets $AAPL ","2020-12-18 21:43:10","TRUE","3","0","1","Apple iPhone","Los Angeles","USA",TRUE
"748","RT @techeblog: When you drop something from this height, you expect it to be gone for good. apple iphone technology gadgets $AAPL ","2020-12-18 21:28:08","TRUE","3","0","1","Apple iPhone","Los Angeles","USA",TRUE
"749","When you drop something from this height, you expect it to be gone for good. apple iphone technology gadgets ","2020-12-18 21:27:57","FALSE","3","1","1","Apple iPhone","Los Angeles","USA",FALSE
"750","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-18 21:27:37","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",TRUE
"751","@AppleTerminal What if Apple releases the iPhone 13 and an iMac Silicon out of the blue before the new year ","2020-12-18 21:27:17","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"752","RT @tldtoday: heres that iPhone 12 mini + HomePod mini giveaway time as a thank you for the  on MagSafe 

To enter: retweet this tweet +","2020-12-18 21:22:26","TRUE","1791","0","1","Apple iPhone","Los Angeles","USA",TRUE
"753","RT @TrendCityShow: Who will be 1
DL our App to enter your VOTE NOW

Top40Voting

iPhone:","2020-12-18 21:20:12","TRUE","9","0","0","Apple iPhone","Los Angeles","USA",TRUE
"754","RT @TrendCityShow: Who will be 1
DL our App to enter your VOTE NOW

Top40Voting

iPhone:","2020-12-18 21:19:02","TRUE","9","0","0","Apple iPhone","Los Angeles","USA",TRUE
"755","RT @TrendCityShow: Who will be 1
DL our App to enter your VOTE NOW

Top40Voting

iPhone:","2020-12-18 21:16:36","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"756","RT @OphirGottlieb: $AAPL Apple Could Ship the Highest Number of iPhones Next Year  Previous Record Was Held by iPhone 6 Launch ","2020-12-18 20:47:31","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"757","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-18 20:45:48","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",TRUE
"758","$AAPL Apple Could Ship the Highest Number of iPhones Next Year  Previous Record Was Held by iPhone 6 Launch ","2020-12-18 20:42:18","FALSE","1","31","0","Apple iPhone","Los Angeles","USA",FALSE
"759","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 20:33:59","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"760","RT @ismailkidd: Apple Portrait camera Filter fucking up on the iPhone 12 Pro Max. ios 14.3 ","2020-12-18 20:06:48","TRUE","1","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"761","Apple Portrait camera Filter fucking up on the iPhone 12 Pro Max. ios 14.3 ","2020-12-18 20:06:32","FALSE","1","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"762","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 20:06:04","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"763","A new leak seemingly confirms that Apple will challenge the best foldable phones from SamSung &amp; others. Just don ","2020-12-18 19:52:35","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"764","i was up, quite literally, all night until about 3:30 am trying to re-instal SPSS to my macbook. 
tears.
frustratio ","2020-12-18 19:15:39","FALSE","0","1","0","Apple iPhone","Los Angeles","USA",FALSE
"765","RT @tldtoday: kinda weird but I'm on that minimal apple life. Definitely don't need the top of the line stuff to make things.

iPhone 12 mi","2020-12-18 19:11:32","TRUE","33","0","0","Apple iPhone","Los Angeles","USA",FALSE
"766","RT @iDropNews: Follow the link and enter to win another FREE 64GB iPhone SE from @iDropNews (ARV: $399)  ","2020-12-18 18:42:03","TRUE","1979","0","2","Apple iPhone","Los Angeles","USA",TRUE
"767","RT @AngelCityTV: Truth  NoAppleCare for Apple Iphone Ipad makers wtf scrooge @apple 
@redfishstream This is how Indian factory","2020-12-18 18:35:31","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"768","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 18:32:51","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"769","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 18:27:07","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"770","@espn @AppleTV, why cant i find the same videos in the apple tv espn app that i can find on the iphone espn app? wh ","2020-12-18 17:53:34","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"771","So many minor UX bugs in Apple ecosystem rn. FaceID randomly stops working on iPhone. Airpods don't connect to Appl ","2020-12-18 17:50:06","FALSE","0","1","-2","Apple iPhone","Los Angeles","USA",FALSE
"772","RT @TheWrap: The Apple-Facebook rivalry is heating up, with Apple CEO Tim Cook pushing back against Facebook's complaint a new iPhone featu","2020-12-18 17:49:44","TRUE","4","0","-2","Apple iPhone","Los Angeles","USA",TRUE
"773","RT @GerberKawasaki: When I first bought Apple stock. No one had any idea Steve Jobs would invent the IPhone. Imagine what Elon can do that","2020-12-18 17:49:38","TRUE","178","0","0","Apple iPhone","Los Angeles","USA",TRUE
"774","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 17:32:53","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"775","RT @iDropNews: Follow the link and enter to win another FREE 64GB iPhone SE from @iDropNews (ARV: $399)  ","2020-12-18 17:29:57","TRUE","1979","0","2","Apple iPhone","Los Angeles","USA",TRUE
"776","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 17:19:47","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"777","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-18 17:16:26","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"778","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 17:16:10","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"779","Apple and Nike dont have to break down people's doors to sell them their products. 

People will camp out on sidew ","2020-12-18 17:15:06","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"780","RT @tldtoday: kinda weird but I'm on that minimal apple life. Definitely don't need the top of the line stuff to make things.

iPhone 12 mi","2020-12-18 16:58:59","TRUE","33","0","0","Apple iPhone","Los Angeles","USA",TRUE
"781","RT @TheWrap: The Apple-Facebook rivalry is heating up, with Apple CEO Tim Cook pushing back against Facebook's complaint a new iPhone featu","2020-12-18 16:40:59","TRUE","4","0","-2","Apple iPhone","Los Angeles","USA",TRUE
"782","Why does my iPhone stay doin this every time I use the speaker function does not matter who Im calling even with o ","2020-12-18 16:40:29","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"783","The Apple-Facebook rivalry is heating up, with Apple CEO Tim Cook pushing back against Facebook's complaint a new i ","2020-12-18 16:40:27","FALSE","4","6","-2","Apple iPhone","Los Angeles","USA",FALSE
"784","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 16:37:07","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"785","My iPhone still randomly starts firing up Apple Music and playing that sh*tty U2 album @apple automatically forced ","2020-12-18 16:23:16","FALSE","0","8","-1","Apple iPhone","Los Angeles","USA",FALSE
"786","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 16:18:15","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"787","Apple: 5G speed. A14 Bionic, the fastest chip in a smartphone. An edge-to-edge OLED display. Ceramic Shield with fo ","2020-12-18 16:14:11","FALSE","0","4","1","Apple iPhone","Los Angeles","USA",FALSE
"788","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 16:11:53","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"789","Jazz up your iPhones boring home screen with this easy wallpaper trick ","2020-12-18 16:09:56","FALSE","0","0","-1","Apple iPhone","Los Angeles","USA",FALSE
"790","@SarahScarfeMktg Interesting.

Everything else I have is Apple, so I'm happy really happy with Apple overall. 

And ","2020-12-18 15:57:09","FALSE","0","0","3","Apple iPhone","Los Angeles","USA",FALSE
"791","What's missing from your iPhone 12? Probably a couple of these accessories! 
","2020-12-18 15:41:00","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"792","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 15:40:25","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"793","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 15:36:11","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"794","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 15:26:35","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"795","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-18 15:26:04","FALSE","3","4","0","Apple iPhone","Los Angeles","USA",TRUE
"796","RT @tldtoday: kinda weird but I'm on that minimal apple life. Definitely don't need the top of the line stuff to make things.

iPhone 12 mi","2020-12-18 15:22:41","TRUE","33","0","0","Apple iPhone","Los Angeles","USA",TRUE
"797","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 15:21:21","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"798","RT @saurik: Cydia just joined the legal battle against Apple: ""A new lawsuit brought by one of Apple's oldest foes seeks to force the iPhon","2020-12-18 15:09:46","TRUE","665","0","0","Apple iPhone","Los Angeles","USA",TRUE
"799","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 15:03:09","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"800","I'm not an iPhone user, but I appreciate what Apple is doing for consumer privacy. ","2020-12-18 14:59:42","FALSE","0","0","1","Apple iPhone","Los Angeles","USA",FALSE
"801","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 14:56:03","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"802","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 14:43:13","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"803","@waltmossberg @reneritchie Respectfully, Walt, the ""it just works"" promise is why my wife and I switched to iPhone ","2020-12-18 14:36:54","FALSE","0","11","3","Apple iPhone","Los Angeles","USA",FALSE
"804","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 14:32:42","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"805","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 14:16:27","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"806","RT @tldtoday: kinda weird but I'm on that minimal apple life. Definitely don't need the top of the line stuff to make things.

iPhone 12 mi","2020-12-18 14:06:03","TRUE","33","0","0","Apple iPhone","Los Angeles","USA",TRUE
"807","RT @saurik: Cydia just joined the legal battle against Apple: ""A new lawsuit brought by one of Apple's oldest foes seeks to force the iPhon","2020-12-18 14:06:01","TRUE","665","0","0","Apple iPhone","Los Angeles","USA",TRUE
"808","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 13:40:05","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"809","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 13:05:08","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"810","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 13:05:05","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",TRUE
"811","RT @tldtoday: kinda weird but I'm on that minimal apple life. Definitely don't need the top of the line stuff to make things.

iPhone 12 mi","2020-12-18 13:00:50","TRUE","33","0","0","Apple iPhone","Los Angeles","USA",TRUE
"812","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-18 13:00:34","FALSE","1","2","0","Apple iPhone","Los Angeles","USA",TRUE
"813","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 12:53:08","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"814","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 12:50:37","TRUE","3","0","0","Apple iPhone","Los Angeles","USA",TRUE
"815","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-18 12:50:33","FALSE","3","1","0","Apple iPhone","Los Angeles","USA",TRUE
"816","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 12:46:20","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"817","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-18 12:33:25","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"818","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 12:33:22","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"819","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 12:33:07","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"820","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 12:31:30","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"821","RT @tldtoday: kinda weird but I'm on that minimal apple life. Definitely don't need the top of the line stuff to make things.

iPhone 12 mi","2020-12-18 12:28:47","TRUE","33","0","0","Apple iPhone","Los Angeles","USA",TRUE
"822","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 12:28:38","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"823","RT @JoshPNamm: How to check iOS app privacy details for iPhone and iPad ","2020-12-18 12:18:09","TRUE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"824","How to check iOS app privacy details for iPhone and iPad ","2020-12-18 12:18:06","FALSE","1","0","0","Apple iPhone","Los Angeles","USA",FALSE
"825","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 12:05:55","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"826","RT @iDropNews: Follow the link and enter to win a FREE iPhone 12 Pro Max from @iDropNews  (ARV: $1,099) ","2020-12-18 12:04:42","TRUE","2523","0","2","Apple iPhone","Los Angeles","USA",TRUE
"827","RT @iDropNews: Congrats to Matthew R. from Brooklyn, New York who won a brand-new iPhone 12 Pro Max from @iDropNews  Follow the link and e","2020-12-18 11:58:01","TRUE","1857","0","1","Apple iPhone","Los Angeles","USA",TRUE
"828","Apple Could Launch Foldable iPhone in 2022 ","2020-12-18 11:46:03","FALSE","0","0","0","Apple iPhone","Los Angeles","USA",FALSE
"829","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 11:40:27","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"830","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 11:34:07","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"831","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 11:26:46","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"832","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 11:23:19","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"833","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 11:22:24","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"834","RT @IndieVideoGames: DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames vi","2020-12-18 11:20:34","TRUE","7","0","0","Apple iPhone","Los Angeles","USA",TRUE
"835","DINO MAKER! Make Dinos and Levels to share! indiegame gamedev indiedev retro indievideogames ios indiegames ","2020-12-18 11:20:14","FALSE","7","3","0","Apple iPhone","Los Angeles","USA",TRUE
